;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;KPÖ;EUROPA;
G70734;Virgen;1751;673;8;665;363;50;182;33;28;1;8;
G70735;Heinfels;776;327;5;322;208;21;35;27;28;2;1;
G70799;Wahlkarten - Lienz;0;2418;15;2403;954;372;257;521;252;19;28;
G70800;Reutte;22715;11766;107;11659;6208;1482;1452;1434;937;57;89;
G70801;Bach;486;225;3;222;144;12;34;18;11;1;2;
G70802;Berwang;408;228;1;227;127;22;29;26;20;3;0;
G70803;Biberwier;437;203;1;202;112;15;38;15;22;0;0;
G70804;Bichlbach;547;277;8;269;165;35;28;19;16;2;4;
G70805;Breitenwang;1095;452;3;449;182;85;47;91;40;1;3;
G70806;Ehenbichl;623;292;1;291;144;37;34;45;28;1;2;
G70807;Ehrwald;1741;707;7;700;374;80;113;63;62;4;4;
G70808;Elbigenalp;658;344;5;339;218;19;44;34;22;1;1;
G70809;Elmen;288;147;1;146;101;7;13;14;11;0;0;
G70810;Forchach;201;114;1;113;55;13;23;10;11;0;1;
G70811;Grän;371;202;2;200;147;4;15;13;19;0;2;
G70812;Gramais;33;21;0;21;18;0;1;2;0;0;0;
G70813;Häselgehr;536;239;5;234;150;9;38;19;17;1;0;
G70814;Heiterwang;399;184;4;180;103;21;27;18;10;1;0;
G70815;Hinterhornbach;70;49;0;49;48;0;1;0;0;0;0;
G70816;Höfen;931;381;2;379;233;48;34;34;28;0;2;
G70817;Holzgau;304;156;1;155;102;11;25;12;5;0;0;
G70818;Jungholz;105;56;0;56;50;1;2;2;1;0;0;
G70819;Kaisers;58;27;0;27;16;1;2;4;4;0;0;
G70820;Lechaschau;1542;641;4;637;294;105;93;90;50;1;4;
G70821;Lermoos;753;337;3;334;207;21;44;33;23;6;0;
G70822;Musau;283;119;0;119;74;18;12;7;7;1;0;
G70823;Namlos;67;30;0;30;21;0;6;0;3;0;0;
G70824;Nesselwängle;322;158;1;157;108;9;19;11;8;1;1;
G70825;Pfafflar;89;32;0;32;24;2;2;4;0;0;0;
G70826;Pflach;926;389;4;385;170;56;53;61;41;1;3;
G70827;Pinswang;279;149;0;149;86;20;11;18;14;0;0;
G70828;Reutte;4173;1558;17;1541;609;311;185;233;167;10;26;
G70829;Schattwald;303;118;0;118;79;2;5;20;11;0;1;
G70830;Stanzach;348;148;2;146;95;13;14;17;7;0;0;
G70831;Steeg;522;263;6;257;190;8;29;15;14;0;1;
G70832;Tannheim;719;322;1;321;217;20;30;28;26;0;0;
G70833;Vils;1063;533;3;530;303;62;63;59;33;5;5;
G70834;Vorderhornbach;207;136;0;136;96;10;15;7;8;0;0;
G70835;Wängle;713;335;3;332;191;39;39;43;19;0;1;
G70836;Weißenbach am Lech;944;400;4;396;173;70;93;28;25;4;3;
G70837;Zöblen;171;90;1;89;70;0;2;10;7;0;0;
G70899;Wahlkarten - Reutte;0;1704;13;1691;712;296;189;311;147;13;23;
G70900;Schwaz;60898;29088;257;28831;13403;4207;5156;3616;2029;139;281;
G70901;Achenkirch;1574;622;5;617;356;47;119;44;42;3;6;
G70902;Aschau im Zillertal;1334;431;3;428;252;33;74;40;24;1;4;
G70903;Brandberg;279;129;1;128;77;7;37;3;4;0;0;
G70904;Bruck am Ziller;859;389;2;387;226;40;78;21;20;1;1;
G70905;Buch in Tirol;2012;890;8;882;366;139;199;119;50;1;8;
G70907;Eben am Achensee;2087;829;4;825;420;96;144;108;47;4;6;
G70908;Finkenberg;1086;503;2;501;317;59;46;37;35;3;4;
G70909;Fügen;2812;1005;9;996;475;141;192;106;70;1;11;
G70910;Fügenberg;1052;400;3;397;243;26;63;37;24;2;2;
G70911;Gallzein;487;206;1;205;102;21;56;17;6;1;2;
G70912;Gerlos;593;262;3;259;169;28;36;10;13;0;3;
G70913;Gerlosberg;371;163;2;161;108;8;34;6;4;0;1;
G70914;Hainzenberg;530;206;0;206;110;28;43;14;10;0;1;
G70915;Hart im Zillertal;1197;459;3;456;238;51;99;32;32;1;3;
G70916;Hippach;1109;391;2;389;289;18;43;16;20;1;2;
G70917;Jenbach;4875;1945;15;1930;610;480;422;218;151;17;32;
G70918;Kaltenbach;916;361;2;359;180;44;79;39;14;1;2;
G70920;Mayrhofen;2601;996;15;981;505;100;148;129;89;4;6;
G70921;Pill;905;416;5;411;191;24;123;49;20;1;3;
G70922;Ramsau im Zillertal;1238;499;5;494;289;46;73;50;28;1;7;
G70923;Ried im Zillertal;907;367;1;366;200;45;54;36;28;0;3;
G70924;Rohrberg;431;170;2;168;101;22;33;7;4;1;0;
G70925;Schlitters;1074;422;6;416;225;45;73;47;23;1;2;
G70926;Schwaz;9945;3936;48;3888;1447;729;674;663;297;32;46;
G70927;Schwendau;1245;462;4;458;266;36;84;34;34;1;3;
G70928;Stans;1624;743;4;739;357;110;127;82;54;7;2;
G70929;Steinberg am Rofan;212;118;0;118;91;7;11;2;7;0;0;
G70930;Strass im Zillertal;646;314;3;311;171;43;30;42;23;0;2;
G70931;Stumm;1460;595;11;584;307;85;91;66;30;3;2;
G70932;Stummerberg;673;271;0;271;186;9;59;10;7;0;0;
G70933;Terfens;1646;828;6;822;360;107;142;126;76;3;8;
G70934;Tux;1391;656;13;643;425;60;63;47;41;2;5;
G70935;Uderns;1330;472;8;464;201;96;111;35;19;0;2;
G70936;Vomp;3812;1768;23;1745;693;318;317;260;131;8;18;
G70937;Weer;1198;554;2;552;247;95;109;64;31;3;3;
G70938;Weerberg;1936;742;10;732;417;58;147;68;33;3;6;
G70939;Wiesing;1653;742;4;738;302;114;160;97;56;3;6;
G70940;Zell am Ziller;1285;508;5;503;245;71;95;50;33;2;7;
G70941;Zellberg;513;211;2;209;119;19;41;17;11;1;1;
G70999;Wahlkarten - Schwaz;0;4107;15;4092;1520;702;627;768;388;26;61;
G80000;Vorarlberg;274995;145884;1069;144815;50155;19511;20397;27153;24991;837;1771;
G80099;Wahlkarten - Vorarlberg;0;0;0;0;0;0;0;0;0;0;0;
G8A000;Vorarlberg Nord;153399;80865;550;80315;28790;10258;11169;15278;13405;432;983;
G8A099;Wahlkarten - Vorarlberg Nord;0;0;0;0;0;0;0;0;0;0;0;
G8B000;Vorarlberg Süd;121596;65019;519;64500;21365;9253;9228;11875;11586;405;788;
G8B099;Wahlkarten - Vorarlberg Süd;0;0;0;0;0;0;0;0;0;0;0;
G80100;Bludenz;45558;24256;218;24038;8412;3928;3636;3499;4183;141;239;
G80101;Bartholomäberg;1767;824;9;815;329;99;179;92;106;4;6;
G80102;Blons;237;142;0;142;86;5;8;19;24;0;0;
G80103;Bludenz;9583;3998;36;3962;1110;953;610;603;615;31;40;
G80104;Bludesch;1542;661;4;657;178;121;115;107;121;7;8;
G80105;Brand;497;245;3;242;132;13;35;16;41;1;4;
G80106;Bürs;2326;960;7;953;284;219;131;160;145;5;9;
G80107;Bürserberg;426;205;9;196;87;22;37;23;22;2;3;
G80108;Dalaas;1147;569;9;560;174;109;93;55;122;5;2;
G80109;Fontanella;338;204;1;203;160;1;10;8;23;0;1;
G80110;Gaschurn;1142;442;10;432;185;51;103;28;56;4;5;
G80111;Innerbraz;740;373;2;371;115;86;58;37;68;3;4;
G80112;Klösterle;504;220;4;216;96;38;21;17;40;2;2;
G80113;Lech;1138;278;1;277;182;10;11;21;53;0;0;
G80114;Lorüns;200;94;1;93;52;11;9;11;9;0;1;
G80115;Ludesch;2433;1027;5;1022;300;141;148;195;214;9;15;
G80116;Nenzing;4564;2091;17;2074;588;219;446;271;513;15;22;
G80117;Nüziders;3716;1832;12;1820;584;369;200;279;361;11;16;
G80118;Raggal;644;358;3;355;213;14;34;35;55;0;4;
G80119;St. Anton im Montafon;526;252;7;245;66;43;37;35;61;1;2;
G80120;St. Gallenkirch;1749;650;6;644;249;106;151;47;83;1;7;
G80121;St. Gerold;300;150;1;149;83;4;15;19;26;1;1;
G80122;Schruns;2778;1218;16;1202;461;165;194;156;208;8;10;
G80123;Silbertal;684;264;4;260;136;30;46;13;34;0;1;
G80124;Sonntag;497;267;7;260;189;7;15;24;23;0;2;
G80125;Stallehr;206;124;2;122;49;20;21;14;16;0;2;
G80126;Thüringen;1609;754;3;751;263;103;92;147;136;6;4;
G80127;Thüringerberg;549;278;2;276;137;22;30;35;52;0;0;
G80128;Tschagguns;1703;718;0;718;259;113;119;97;117;3;10;
G80129;Vandans;2013;838;6;832;284;119;176;89;148;5;11;
G80199;Wahlkarten - Bludenz;0;4220;31;4189;1381;715;492;846;691;17;47;
G80200;Bregenz;92843;50177;351;49826;18853;6274;6569;9057;8207;263;603;
G80201;Alberschwende;2436;1303;10;1293;592;81;187;199;223;0;11;
G80202;Andelsbuch;1874;930;13;917;432;49;55;204;168;1;8;
G80203;Au;1347;575;1;574;338;21;65;50;100;0;0;
G80204;Bezau;1405;619;5;614;315;31;55;89;118;3;3;
G80205;Bildstein;612;281;5;276;128;21;38;35;50;1;3;
G80206;Bizau;796;367;3;364;207;9;25;59;62;1;1;
G80207;Bregenz;19334;8330;67;8263;2330;1739;1187;1609;1208;61;129;
G80208;Buch;464;238;7;231;116;10;31;32;38;0;4;
G80209;Damüls;224;107;1;106;80;2;7;9;8;0;0;
G80210;Doren;756;415;2;413;232;17;65;36;58;2;3;
G80211;Egg;2729;1279;5;1274;634;50;148;208;219;5;10;
G80212;Eichenberg;267;161;1;160;105;6;6;19;19;3;2;
G80213;Fußach;2696;1247;9;1238;357;203;243;194;212;9;20;
G80214;Gaißau;1331;598;6;592;241;58;97;86;95;3;12;
G80215;Hard;9389;3934;20;3914;1179;681;579;730;661;24;60;
G80216;Hittisau;1413;698;6;692;334;47;93;119;92;2;5;
G80217;Höchst;5697;2223;13;2210;825;230;324;386;402;13;30;
G80218;Hörbranz;4593;2215;28;2187;825;283;350;371;308;17;33;
G80219;Hohenweiler;919;468;4;464;190;39;65;89;70;3;8;
G80220;Kennelbach;1376;630;6;624;209;100;72;111;119;3;10;
G80221;Krumbach;795;393;4;389;190;36;74;43;41;1;4;
G80222;Langen bei Bregenz;1060;555;4;551;297;36;100;52;63;0;3;
G80223;Langenegg;826;415;5;410;227;21;52;47;60;1;2;
G80224;Lauterach;7133;3267;25;3242;1101;498;530;508;532;18;55;
G80225;Lingenau;1097;589;3;586;306;27;50;104;96;0;3;
G80226;Lochau;4094;1723;8;1715;576;288;212;302;308;10;19;
G80227;Mellau;947;418;1;417;198;20;81;54;62;0;2;
G80228;Mittelberg;2538;938;3;935;454;54;113;171;118;7;18;
G80229;Möggers;392;233;1;232;150;9;29;23;20;0;1;
G80230;Reuthe;445;183;2;181;84;8;26;18;41;2;2;
G80231;Riefensberg;718;349;1;348;208;14;47;37;41;0;1;
G80232;Schnepfau;331;140;2;138;69;4;15;16;33;0;1;
G80233;Schoppernau;699;375;2;373;234;10;47;25;55;0;2;
G80234;Schröcken;154;73;0;73;48;1;2;6;16;0;0;
G80235;Schwarzach;2866;1484;9;1475;538;159;213;281;269;5;10;
G80236;Schwarzenberg;1369;665;9;656;288;30;50;112;172;0;4;
G80237;Sibratsgfäll;317;195;4;191;132;4;17;20;18;0;0;
G80238;Sulzberg;1271;742;6;736;445;22;50;98;117;1;3;
G80239;Warth;140;47;1;46;33;1;5;2;4;0;1;
G80240;Wolfurt;5993;2902;15;2887;1114;328;406;486;503;17;33;
G80299;Wahlkarten - Bregenz;0;7873;34;7839;2492;1027;758;2017;1408;50;87;
G80300;Dornbirn;60556;30688;199;30489;9937;3984;4600;6221;5198;169;380;
G80301;Dornbirn;33937;15014;118;14896;4895;2048;2207;2964;2528;77;177;
G80302;Hohenems;11072;4162;29;4133;1246;551;826;732;686;26;66;
G80303;Lustenau;15547;6313;40;6273;2301;727;1037;1057;1040;24;87;
G80399;Wahlkarten - Dornbirn;0;5199;12;5187;1495;658;530;1468;944;42;50;
G80400;Feldkirch;76038;40763;301;40462;12953;5325;5592;8376;7403;264;549;
G80401;Altach;5040;2137;14;2123;656;285;293;454;390;11;34;
G80402;Düns;312;195;1;194;70;19;32;45;23;1;4;
G80403;Dünserberg;108;50;2;48;32;0;8;3;5;0;0;
G80404;Feldkirch;23137;10172;74;10098;3001;1471;1520;2038;1866;69;133;
G80405;Frastanz;4360;1711;8;1703;605;221;273;271;305;11;17;
G80406;Fraxern;540;303;0;303;148;10;42;49;45;5;4;
G80407;Göfis;2532;1278;4;1274;465;120;194;253;225;3;14;
G80408;Götzis;8063;3469;28;3441;1097;504;499;668;613;20;40;
G80409;Klaus;2244;1092;1;1091;382;126;106;236;225;5;11;
G80410;Koblach;3526;1518;12;1506;523;166;225;287;279;12;14;
G80411;Laterns;526;239;4;235;122;8;38;14;49;0;4;
G80412;Mäder;2901;1218;11;1207;364;152;245;217;209;7;13;
G80413;Meiningen;1593;683;5;678;211;98;116;125;116;2;10;
G80414;Rankweil;8406;3745;34;3711;1190;506;501;776;647;30;61;
G80415;Röns;257;144;2;142;65;12;18;28;17;1;1;
G80416;Röthis;1533;733;4;729;249;70;72;143;175;7;13;
G80417;Satteins;2082;990;7;983;360;130;154;157;168;5;9;
G80418;Schlins;1667;799;9;790;285;120;107;121;142;2;13;
G80419;Schnifis;611;316;4;312;136;26;33;46;68;0;3;
G80420;Sulz;1889;926;9;917;309;121;115;199;163;3;7;
G80421;Übersaxen;489;245;4;241;129;7;38;28;35;4;0;
G80422;Viktorsberg;305;153;0;153;89;6;12;17;27;0;2;
G80423;Weiler;1501;672;2;670;251;75;88;113;132;3;8;
G80424;Zwischenwasser;2416;1098;13;1085;395;119;161;207;180;5;18;
G80499;Wahlkarten - Feldkirch;0;6877;49;6828;1819;953;702;1881;1299;58;116;
G90000;Wien;1157681;679709;6056;673653;144073;204179;97010;140334;69014;8470;10573;
G90099;Wahlkarten - Wien;0;0;0;0;0;0;0;0;0;0;0;
G9A000;Wien Innen-Süd;108881;68884;430;68454;13786;18734;6582;18751;8250;1076;1275;
G9A099;Wahlkarten - Wien Innen-Süd;0;0;0;0;0;0;0;0;0;0;0;
G9B000;Wien Innen-West;96315;66972;324;66648;14184;15431;4934;20813;8969;977;1340;
G9B099;Wahlkarten - Wien Innen-West;0;0;0;0;0;0;0;0;0;0;0;
G9C000;Wien Innen-Ost;107569;61407;509;60898;9797;20154;7579;15556;5818;985;1009;
G9C099;Wahlkarten - Wien Innen-Ost;0;0;0;0;0;0;0;0;0;0;0;
G9D000;Wien Süd;226345;116356;1297;115059;21785;42785;22746;16129;8708;1349;1557;
G9D099;Wahlkarten - Wien Süd;0;0;0;0;0;0;0;0;0;0;0;
G9E000;Wien Süd-West;211227;129131;1082;128049;31549;36159;17371;25690;13907;1456;1917;
G9E099;Wahlkarten - Wien Süd-West;0;0;0;0;0;0;0;0;0;0;0;
G9F000;Wien Nord-West;172382;108473;800;107673;26516;27746;11830;26037;12449;1382;1713;
G9F099;Wahlkarten - Wien Nord-West;0;0;0;0;0;0;0;0;0;0;0;
G9G000;Wien Nord;234962;128486;1614;126872;26456;43170;25968;17358;10913;1245;1762;
G9G099;Wahlkarten - Wien Nord;0;0;0;0;0;0;0;0;0;0;0;
G90100;Wien  1.,Innere Stadt;11821;8122;27;8095;2880;1516;774;1506;1215;61;143;
G90101;Innere Stadt;11821;5371;25;5346;1835;1039;558;1005;763;35;111;
G90199;Wahlkarten - Wien  1.,Innere Stadt;0;2751;2;2749;1045;477;216;501;452;26;32;
G90200;Wien  2.,Leopoldstadt;60591;36394;271;36123;5681;11132;3910;10377;3832;611;580;
G90201;Leopoldstadt;60591;28622;239;28383;4437;8919;3317;7891;2866;485;468;
G90299;Wahlkarten - Wien  2.,Leopoldstadt;0;7772;32;7740;1244;2213;593;2486;966;126;112;
G90300;Wien  3.,Landstraße;56603;35588;230;35358;7600;9580;3701;9068;4272;521;616;
G90301;Landstraße;56603;26661;189;26472;5554;7238;2999;6698;3102;397;484;
G90399;Wahlkarten - Wien  3.,Landstraße;0;8927;41;8886;2046;2342;702;2370;1170;124;132;
G90400;Wien  4.,Wieden;20838;14131;76;14055;3173;3385;1072;4036;1891;199;299;
G90401;Wieden;20838;10279;64;10215;2206;2512;855;2909;1345;155;233;
G90499;Wahlkarten - Wien  4.,Wieden;0;3852;12;3840;967;873;217;1127;546;44;66;
G90500;Wien  5.,Margareten;31440;19165;124;19041;3013;5769;1809;5647;2087;356;360;
G90501;Margareten;31440;14631;109;14522;2269;4548;1466;4138;1565;264;272;
G90599;Wahlkarten - Wien  5.,Margareten;0;4534;15;4519;744;1221;343;1509;522;92;88;
G90600;Wien  6.,Mariahilf;20696;13669;74;13595;2458;3388;1042;4460;1747;224;276;
G90601;Mariahilf;20696;10311;58;10253;1824;2634;860;3302;1261;172;200;
G90699;Wahlkarten - Wien  6.,Mariahilf;0;3358;16;3342;634;754;182;1158;486;52;76;
G90700;Wien  7.,Neubau;21187;15092;52;15040;2498;3546;918;5564;1955;238;321;
G90701;Neubau;21187;11183;46;11137;1807;2633;725;4121;1430;180;241;
G90799;Wahlkarten - Wien  7.,Neubau;0;3909;6;3903;691;913;193;1443;525;58;80;
G90800;Wien  8.,Josefstadt;16166;11856;55;11801;2599;2635;823;3746;1581;177;240;
G90801;Josefstadt;16166;8636;47;8589;1849;1936;613;2749;1120;142;180;
G90899;Wahlkarten - Wien  8.,Josefstadt;0;3220;8;3212;750;699;210;997;461;35;60;
G90900;Wien  9.,Alsergrund;26445;18233;116;18117;3749;4346;1377;5537;2471;277;360;
G90901;Alsergrund;26445;13498;97;13401;2714;3265;1097;4056;1781;202;286;
G90999;Wahlkarten - Wien  9.,Alsergrund;0;4735;19;4716;1035;1081;280;1481;690;75;74;
G91000;Wien 10.,Favoriten;109900;55485;641;54844;10289;21333;11004;6988;3904;602;724;
G91001;Favoriten;109900;46804;577;46227;8564;18120;9735;5494;3213;492;609;
G91099;Wahlkarten - Wien 10.,Favoriten;0;8681;64;8617;1725;3213;1269;1494;691;110;115;
G91100;Wien 11.,Simmering;60855;30539;388;30151;5403;11384;7239;3328;2119;327;351;
G91101;Simmering;60855;25754;330;25424;4507;9508;6424;2654;1768;268;295;
G91199;Wahlkarten - Wien 11.,Simmering;0;4785;58;4727;896;1876;815;674;351;59;56;
G91200;Wien 12.,Meidling;55590;30332;268;30064;6093;10068;4503;5813;2685;420;482;
G91201;Meidling;55590;24637;231;24406;4956;8245;3924;4475;2094;335;377;
G91299;Wahlkarten - Wien 12.,Meidling;0;5695;37;5658;1137;1823;579;1338;591;85;105;
G91300;Wien 13.,Hietzing;38202;26052;182;25870;8507;5567;2778;4869;3562;208;379;
G91301;Hietzing;38202;20386;156;20230;6580;4234;2280;3861;2801;164;310;
G91399;Wahlkarten - Wien 13.,Hietzing;0;5666;26;5640;1927;1333;498;1008;761;44;69;
G91400;Wien 14.,Penzing;59958;36566;310;36256;8519;10215;4776;7842;3919;424;561;
G91401;Penzing;59958;29129;272;28857;6757;8009;4070;6104;3146;329;442;
G91499;Wahlkarten - Wien 14.,Penzing;0;7437;38;7399;1762;2206;706;1738;773;95;119;
G91500;Wien 15.,Rudolfsheim-Fünfhaus;39719;21853;183;21670;3255;6971;2500;6267;1802;457;418;
G91501;Rudolfsheim-Fünfhaus;39719;17256;170;17086;2545;5624;2160;4697;1358;383;319;
G91599;Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus;0;4597;13;4584;710;1347;340;1570;444;74;99;
G91600;Wien 16.,Ottakring;57898;33295;310;32985;6049;10345;4252;8341;2895;580;523;
G91601;Ottakring;57898;26759;280;26479;4829;8459;3623;6392;2303;438;435;
G91699;Wahlkarten - Wien 16.,Ottakring;0;6536;30;6506;1220;1886;629;1949;592;142;88;
G91700;Wien 17.,Hernals;32841;20631;142;20489;4466;5261;2260;5600;2253;307;342;
G91701;Hernals;32841;16002;117;15885;3419;4095;1848;4277;1739;230;277;
G91799;Wahlkarten - Wien 17.,Hernals;0;4629;25;4604;1047;1166;412;1323;514;77;65;
G91800;Wien 18.,Währing;33333;23031;121;22910;5993;4699;1835;6575;3199;234;375;
G91801;Währing;33333;17539;98;17441;4500;3580;1511;4979;2393;184;294;
G91899;Wahlkarten - Wien 18.,Währing;0;5492;23;5469;1493;1119;324;1596;806;50;81;
G91900;Wien 19.,Döbling;48310;31516;227;31289;10008;7441;3483;5521;4102;261;473;
G91901;Döbling;48310;24919;202;24717;7803;5952;2958;4245;3176;211;372;
G91999;Wahlkarten - Wien 19.,Döbling;0;6597;25;6572;2205;1489;525;1276;926;50;101;
G92000;Wien 20.,Brigittenau;46978;25013;238;24775;4116;9022;3669;5179;1986;374;429;
G92001;Brigittenau;46978;20144;210;19934;3283;7395;3152;3936;1536;299;333;
G92099;Wahlkarten - Wien 20.,Brigittenau;0;4869;28;4841;833;1627;517;1243;450;75;96;
G92100;Wien 21.,Floridsdorf;107387;57199;737;56462;12076;19243;12093;7369;4368;557;756;
G92101;Floridsdorf;107387;48544;655;47889;10263;16059;10754;6045;3677;457;634;
G92199;Wahlkarten - Wien 21.,Floridsdorf;0;8655;82;8573;1813;3184;1339;1324;691;100;122;
G92200;Wien 22.,Donaustadt;127575;71287;877;70410;14380;23927;13875;9989;6545;688;1006;
G92201;Donaustadt;127575;60412;806;59606;12198;19958;12332;8176;5503;577;862;
G92299;Wahlkarten - Wien 22.,Donaustadt;0;10875;71;10804;2182;3969;1543;1813;1042;111;144;
G92300;Wien 23.,Liesing;73348;44660;407;44253;11268;13406;7317;6712;4624;367;559;
G92301;Liesing;73348;37146;360;36786;9380;10919;6417;5449;3854;301;466;
G92399;Wahlkarten - Wien 23.,Liesing;0;7514;47;7467;1888;2487;900;1263;770;66;93;
